original_caption,new_caption,contentUrl
The beautiful athletic woman doing morning exercises on the seashore. beach and sunrise on the background,A beautiful athletic woman does morning exercises on the seashore with the beach and sunrise in the background.,https://ak.picdn.net/shutterstock/videos/1027341530/preview/stock-footage-the-beautiful-athletic-woman-doing-morning-exercises-on-the-seashore-beach-and-sunrise-on-the.mp4
"Fish in a pond all around, run away and return, pond sediments around them, brackish water,water tirbid","Fish swim around in a pond, occasionally darting away and then returning. The water in the pond is brackish and the sediments make it murky.",https://ak.picdn.net/shutterstock/videos/28971712/preview/stock-footage-fish-in-a-pond-all-around-run-away-and-return-pond-sediments-around-them-brackish-water-water.mp4
Woman's hand covering top of white cream cake with dark chocolate ,A woman's hand covers the top of a white cream cake with dark chocolate.,https://ak.picdn.net/shutterstock/videos/32602282/preview/stock-footage-woman-s-hand-covering-top-of-white-cream-cake-with-dark-chocolate.mp4
Garbage spilled in deep forest. environmental pollution ,Environmental pollution caused by garbage spilled in a deep forest.,https://ak.picdn.net/shutterstock/videos/1523477/preview/stock-footage-garbage-spilled-in-deep-forest-environmental-pollution.mp4
"4k. yellow tulip bloom buds green screen, ultra hd (tulipa viridiflora flaming spring green) (time lapse), 4096x2730.
",A time lapse of yellow tulip buds blooming on a green screen background in ultra HD.,https://ak.picdn.net/shutterstock/videos/6191048/preview/stock-footage--k-yellow-tulip-bloom-buds-green-screen-ultra-hd-tulipa-viridiflora-flaming-spring-green-time.mp4
"The bioluminescent fungus, panellus stipticus glows in dim light.","Panellus stipticus, a bioluminescent fungus, emits a glow in low light conditions.",https://ak.picdn.net/shutterstock/videos/1032004892/preview/stock-footage-the-bioluminescent-fungus-panellus-stipticus-glows-in-dim-light.mp4
Portrait of young caucasian girl with pink hair watching into camera with amusement on black background.,A young Caucasian girl with pink hair looks into the camera with amusement against a black background.,https://ak.picdn.net/shutterstock/videos/1021550848/preview/stock-footage-portrait-of-young-caucasian-girl-with-pink-hair-watching-into-camera-with-amusement-on-black.mp4
4k young sports man and woman running in the park in slow motion,A young man and woman are running in slow motion in a park.,https://ak.picdn.net/shutterstock/videos/9498356/preview/stock-footage--k-young-sports-man-and-woman-running-in-the-park-in-slow-motion.mp4
Landscape snow trees dense forest in winter,A winter landscape featuring dense forests and snow-covered trees.,https://ak.picdn.net/shutterstock/videos/13127702/preview/stock-footage-landscape-snow-trees-dense-forest-in-winter.mp4
Beautiful abstract gold polygonal surface moving animation. bright triangles motion. three variations.,"An animation of a beautiful, moving gold polygonal surface with bright triangles in three variations.",https://ak.picdn.net/shutterstock/videos/1011685805/preview/stock-footage-beautiful-abstract-gold-polygonal-surface-moving-animation-bright-triangles-motion-three.mp4
"Business, startup, planning and people concept - happy creative team with tablet pc computer and notebook discussing something drawn on glass board at office",A team of creative professionals discuss something drawn on a glass board using a tablet PC and notebook in an office setting.,https://ak.picdn.net/shutterstock/videos/1011373526/preview/stock-footage-business-startup-planning-and-people-concept-happy-creative-team-with-tablet-pc-computer-and.mp4
Sampan boats in causeway bay typhoon shelter; hong kong china,"Sampan boats are seen in the Causeway Bay Typhoon Shelter in Hong Kong, China.",https://ak.picdn.net/shutterstock/videos/21692011/preview/stock-footage-sampan-boats-in-causeway-bay-typhoon-shelter-hong-kong-china.mp4
Rastafarian young man yoga teacher. studio with city view.,"A young Rastafarian man, who is a yoga teacher, practices in a studio with a view of the city.",https://ak.picdn.net/shutterstock/videos/1008149323/preview/stock-footage-rastafarian-young-man-yoga-teacher-studio-with-city-view.mp4
"Northern california sand beach with drift wood drone flight stream flowing and few people
","A drone flies over a Northern California beach with driftwood, a flowing stream, and a few people.",https://ak.picdn.net/shutterstock/videos/1019441845/preview/stock-footage-northern-california-sand-beach-with-drift-wood-drone-flight-stream-flowing-and-few-people.mp4
Cheese production at the plant,Cheese is being produced at the plant.,https://ak.picdn.net/shutterstock/videos/21011410/preview/stock-footage-cheese-production-at-the-plant.mp4
"3d rendered, medically accurate illustration of the deltoid anatomy
",An accurate 3D illustration of the anatomy of the deltoid muscle.,https://ak.picdn.net/shutterstock/videos/1021866313/preview/stock-footage--d-rendered-medically-accurate-illustration-of-the-deltoid-anatomy.mp4
Medical student in the lab,A medical student is in the lab.,https://ak.picdn.net/shutterstock/videos/1561432/preview/stock-footage-medical-student-in-the-lab.mp4
California 1981: kids at a birthday party,Children celebrating a birthday party in California in 1981.,https://ak.picdn.net/shutterstock/videos/22601431/preview/stock-footage-california-kids-at-a-birthday-party.mp4
4k couple watching film or tv at home & jumping with shock at the action,A couple watches a film or TV show at home and jumps with shock at the action.,https://ak.picdn.net/shutterstock/videos/1041018332/preview/stock-footage--k-couple-watching-film-or-tv-at-home-jumping-with-shock-at-the-action.mp4
Caucasian gardener using digital tablet,A Caucasian gardener is using a digital tablet.,https://ak.picdn.net/shutterstock/videos/1035218636/preview/stock-footage-caucasian-gardener-using-digital-tablet.mp4
Soft corals scenery underwater with some hard corals tropical waters,Tropical underwater scenery featuring soft and hard corals.,https://ak.picdn.net/shutterstock/videos/1031495318/preview/stock-footage-soft-corals-scenery-underwater-with-some-hard-corals-tropical-waters.mp4
Business man and woman congratulating handshake collaboration front of building,A business man and woman shake hands in front of a building to congratulate each other on their collaboration.,https://ak.picdn.net/shutterstock/videos/34648969/preview/stock-footage-business-man-and-woman-congratulating-handshake-collaboration-front-of-building.mp4
Circa 1920s footage of a coach and his football team practicing some drills.,A coach and his football team practice drills in this footage from the 1920s.,https://ak.picdn.net/shutterstock/videos/1040851949/preview/stock-footage-circa-s-footage-of-a-coach-and-his-football-team-practicing-some-drills.mp4
Editorial animation: animation of fire or flow energy from rings logo of olympic games. animation of seamless loop.,"The Olympic Games logo features an animation of flowing energy or fire from rings, in a seamless loop.",https://ak.picdn.net/shutterstock/videos/18417001/preview/stock-footage-editorial-animation-animation-of-fire-or-flow-energy-from-rings-logo-of-olympic-games-animation.mp4
Plexus background 3d,A 3D background with a Plexus design.,https://ak.picdn.net/shutterstock/videos/1008345676/preview/stock-footage-plexus-background-d.mp4
Zojoji main temple wide shot left side 2017.03.08 in tokyo,"A wide shot of the left side of Zojoji main temple in Tokyo on March 8, 2017.",https://ak.picdn.net/shutterstock/videos/28154857/preview/stock-footage-zojoji-main-temple-wide-shot-left-side-in-tokyo.mp4
Timelapse view of people riding on the new zip line attraction on the seafront in brighton,A timelapse shows people riding the new zip line attraction on the seafront in Brighton.,https://ak.picdn.net/shutterstock/videos/34916359/preview/stock-footage-timelapse-view-of-people-riding-on-the-new-zip-line-attraction-on-the-seafront-in-brighton.mp4
Woman's hands close grey gates with green bars and put metal lock. female hooks a steel lock on the old metal door gate outdoors. close-up.,A woman closes a grey gate with green bars and puts a metal lock on it.,https://ak.picdn.net/shutterstock/videos/1032805760/preview/stock-footage-woman-s-hands-close-grey-gates-with-green-bars-and-put-metal-lock-female-hooks-a-steel-lock-on-the.mp4
"Cathedral of santa maria of palma, more commonly referred to as la seu, is gothic roman catholic cathedral located in palma, majorca, spain, built on site of a pre-existing arab mosque.","The Cathedral of Santa Maria of Palma, also known as La Seu, is a Gothic Roman Catholic cathedral situated in Palma, Majorca, Spain. It was constructed on the site of a pre-existing Arab mosque.",https://ak.picdn.net/shutterstock/videos/20384554/preview/stock-footage-cathedral-of-santa-maria-of-palma-more-commonly-referred-to-as-la-seu-is-gothic-roman-catholic.mp4
"Berdichev, ukraine - june 20, 2020. detailed road map of america.","A detailed road map of America is shown in Berdichev, Ukraine on June 20, 2020.",https://ak.picdn.net/shutterstock/videos/1054746218/preview/stock-footage-berdichev-ukraine-june-detailed-road-map-of-america.mp4
Span and panorama over the field of solar panels,There is a span and panorama over a field of solar panels.,https://ak.picdn.net/shutterstock/videos/1055959745/preview/stock-footage-span-and-panorama-over-the-field-of-solar-panels.mp4
"Panorama of the beach of the tropical resort, bali, indonesia.","A panoramic view of the beach at a tropical resort in Bali, Indonesia.",https://ak.picdn.net/shutterstock/videos/34283428/preview/stock-footage-panorama-of-the-beach-of-the-tropical-resort-bali-indonesia.mp4
Numbat stands erect.,A numbat stands upright.,https://ak.picdn.net/shutterstock/videos/4712549/preview/stock-footage-numbat-stands-erect.mp4
4k blood burst motion blur (green screen) 45,A burst of blood with motion blur on a green screen.,https://ak.picdn.net/shutterstock/videos/12952652/preview/stock-footage--k-blood-burst-motion-blur-green-screen.mp4
Small airport close-up,A close-up shot of a small airport.,https://ak.picdn.net/shutterstock/videos/22309480/preview/stock-footage-small-airport-close-up.mp4
Ntsc: bison in lamar valley. shot in yellowstone national park. tilt down. ,"The camera tilts down to show bison in Lamar Valley, Yellowstone National Park.",https://ak.picdn.net/shutterstock/videos/106471/preview/stock-footage-ntsc-bison-in-lamar-valley-shot-in-yellowstone-national-park-tilt-down.mp4
"Shanghai - circa august, 2011: women performing traditional dance outside.","In August 2011, women are seen performing a traditional dance outside in Shanghai.",https://ak.picdn.net/shutterstock/videos/1763555/preview/stock-footage-shanghai-circa-august-women-performing-traditional-dance-outside.mp4
Close up of the pretty caucasian young woman in the red sweater decorating a christmas tree at home and smiling to the camera. portrait.,A young woman in a red sweater decorates a Christmas tree at home and smiles for the camera in a close-up portrait shot.,https://ak.picdn.net/shutterstock/videos/1021027015/preview/stock-footage-close-up-of-the-pretty-caucasian-young-woman-in-the-red-sweater-decorating-a-christmas-tree-at-home.mp4
